id,employee_id,file_name,is_data_correct,is_data_entered,passport_expiry_date,visa_expiry_date,user_id,created_at,updated_at,deleted_at,is_passport,is_visa,is_photo,is_no_file_uploaded,issue,verify_count,re_entry,verifier1_id,verifier2_id,verifier1,verifier2,is_issue
109,10153,10153-23.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
110,10159,10159-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
111,10159,10159-21.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
112,10164,10164-18.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
113,10164,10164-20.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
114,10167,10167-1.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
115,10169,10169-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
116,10170,10170-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
117,10170,10170-23.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
118,10170,10170-R.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
